CustomerID,Recency,Frequency,Monetary,Quantity,AvgBasket,Country,Cluster,SegmentName
12463,7,1,350.57,189,17.5285,Belgium,0,Trung thành tiềm năng
12464,284,1,213.89999999999998,21,35.65,Belgium,3,Mới hoặc giá trị thấp
12468,219,1,508.95000000000005,239,19.575000000000003,Germany,3,Mới hoặc giá trị thấp
12471,152,12,10309.97,4343,46.4413063063063,Germany,1,VIP / Giá trị cao
12472,153,2,1899.38,1109,23.742250000000002,Germany,2,Ngủ quên / cần kích hoạt lại
12473,61,3,1726.51,561,44.26948717948718,Germany,2,Ngủ quên / cần kích hoạt lại
12474,4,3,1179.64,693,17.606567164179108,Germany,0,Trung thành tiềm năng
12476,220,1,311.2,20,103.73333333333333,Germany,3,Mới hoặc giá trị thấp
12477,39,2,3415.19,985,44.93671052631579,Germany,2,Ngủ quên / cần kích hoạt lại
12478,182,1,680.99,236,18.91638888888889,Greece,2,Ngủ quên / cần kích hoạt lại
12480,30,2,1952.93,978,23.816219512195122,Germany,2,Ngủ quên / cần kích hoạt lại
12481,163,3,2070.23,1288,25.24670731707317,Germany,2,Ngủ quên / cần kích hoạt lại
12483,36,4,1185.46,646,30.396410256410256,Sweden,2,Ngủ quên / cần kích hoạt lại
12484,153,3,2017.24,962,12.4520987654321,Spain,2,Ngủ quên / cần kích hoạt lại
12489,163,1,334.93,105,22.328666666666667,France,3,Mới hoặc giá trị thấp
12490,97,4,2463.06,1360,23.0192523364486,France,1,VIP / Giá trị cao
12491,334,1,460.40000000000003,260,17.70769230769231,France,3,Mới hoặc giá trị thấp
12492,154,1,136.82,123,12.438181818181818,Germany,3,Mới hoặc giá trị thấp
12494,338,2,210.82,88,16.216923076923077,France,3,Mới hoặc giá trị thấp
12500,71,3,745.03,488,43.825294117647054,Germany,2,Ngủ quên / cần kích hoạt lại
12501,163,1,2169.39,1783,14.559664429530201,Germany,2,Ngủ quên / cần kích hoạt lại
12502,189,4,3021.07,645,26.043706896551726,Spain,2,Ngủ quên / cần kích hoạt lại
12504,91,1,449.4,87,74.89999999999999,Germany,3,Mới hoặc giá trị thấp
12507,157,1,46.75,11,46.75,Spain,3,Mới hoặc giá trị thấp
12508,61,1,275.19,203,5.292115384615385,France,3,Mới hoặc giá trị thấp
12512,245,2,138.03,99,4.059705882352941,Israel,3,Mới hoặc giá trị thấp
12516,5,1,583.2,345,44.861538461538466,Germany,0,Trung thành tiềm năng
12517,30,4,2085.64,1161,7.99095785440613,Germany,1,VIP / Giá trị cao
12518,1,3,1207.16,836,16.536438356164386,Germany,0,Trung thành tiềm năng
12519,154,1,340.84,183,18.935555555555553,Germany,3,Mới hoặc giá trị thấp
12520,38,1,987.42,618,16.457,Germany,2,Ngủ quên / cần kích hoạt lại
12523,10,3,398.7,160,16.6125,France,0,Trung thành tiềm năng
12524,71,4,2962.6,2681,30.860416666666666,Germany,1,VIP / Giá trị cao
12526,90,2,797.38,406,18.985238095238095,Germany,2,Ngủ quên / cần kích hoạt lại
12528,130,2,552.64,179,19.737142857142857,Germany,2,Ngủ quên / cần kích hoạt lại
12530,31,3,1244.68,681,23.936153846153847,Germany,2,Ngủ quên / cần kích hoạt lại
12532,91,1,349.83000000000004,153,21.864375000000003,France,3,Mới hoặc giá trị thấp
12534,337,1,1089.18,651,17.28857142857143,Germany,2,Ngủ quên / cần kích hoạt lại
12535,93,2,716.35,219,21.069117647058825,France,2,Ngủ quên / cần kích hoạt lại
12536,31,1,4279.71,2801,16.523976833976835,France,2,Ngủ quên / cần kích hoạt lại
12538,61,1,363.95,191,17.33095238095238,Spain,3,Mới hoặc giá trị thấp
12539,71,1,1715.85,643,18.45,Spain,2,Ngủ quên / cần kích hoạt lại
12540,40,8,5047.38,2513,25.11134328358209,Spain,1,VIP / Giá trị cao
12541,61,2,757.44,549,18.474146341463417,Spain,2,Ngủ quên / cần kích hoạt lại
12544,275,1,372.7,136,19.61578947368421,Spain,3,Mới hoặc giá trị thấp
12547,252,1,159.4,109,26.566666666666666,Spain,3,Mới hoặc giá trị thấp
12552,334,1,120.0,3,120.0,Italy,3,Mới hoặc giá trị thấp
12553,1,4,1356.57,651,20.87030769230769,France,0,Trung thành tiềm năng
12556,34,1,312.9,166,4.670149253731343,Spain,3,Mới hoặc giá trị thấp
12557,40,3,8183.46,2914,340.9775,Spain,1,VIP / Giá trị cao
12558,302,1,269.96,196,24.54181818181818,USA,3,Mới hoặc giá trị thấp
12559,312,1,75.60000000000001,36,75.60000000000001,Germany,3,Mới hoặc giá trị thấp
12560,243,1,697.7,290,24.917857142857144,Germany,2,Ngủ quên / cần kích hoạt lại
12561,70,1,238.85,177,14.928125,Germany,3,Mới hoặc giá trị thấp
12562,217,2,1304.3700000000001,646,25.57588235294118,France,2,Ngủ quên / cần kích hoạt lại
12567,127,6,4643.61,2336,20.189608695652172,France,1,VIP / Giá trị cao
12569,1,18,2534.95,1119,22.63348214285714,Germany,1,VIP / Giá trị cao
12571,64,1,248.35,197,17.739285714285714,France,3,Mới hoặc giá trị thấp
12572,333,1,487.68,159,20.32,Germany,3,Mới hoặc giá trị thấp
12576,131,4,1076.6299999999999,819,14.953194444444442,Poland,2,Ngủ quên / cần kích hoạt lại
12577,244,2,461.91,338,5.773875,France,2,Ngủ quên / cần kích hoạt lại
12580,160,1,415.7,238,17.320833333333333,Germany,3,Mới hoặc giá trị thấp
12583,1,9,5093.2699999999995,3509,33.50835526315789,France,1,VIP / Giá trị cao
12584,158,4,835.94,161,23.220555555555556,Italy,2,Ngủ quên / cần kích hoạt lại
12587,302,1,144.0,51,36.0,Finland,3,Mới hoặc giá trị thấp
12589,30,1,515.1800000000001,223,20.607200000000002,France,2,Ngủ quên / cần kích hoạt lại
12590,6,2,9864.26,4283,145.06264705882353,Germany,1,VIP / Giá trị cao
12592,67,2,437.6,290,24.311111111111114,Germany,2,Ngủ quên / cần kích hoạt lại
12593,220,2,321.8,152,20.1125,France,3,Mới hoặc giá trị thấp
12594,64,3,850.83,593,35.45125,Italy,2,Ngủ quên / cần kích hoạt lại
12596,37,1,269.95,156,17.996666666666666,Spain,3,Mới hoặc giá trị thấp
12597,96,1,912.66,445,19.013749999999998,Spain,2,Ngủ quên / cần kích hoạt lại
12598,30,4,1200.32,992,23.535686274509803,France,1,VIP / Giá trị cao
12599,34,4,636.3,635,16.315384615384612,France,2,Ngủ quên / cần kích hoạt lại
12600,30,3,884.02,297,46.52736842105263,Germany,2,Ngủ quên / cần kích hoạt lại
12601,40,3,325.46,161,17.129473684210524,Germany,2,Ngủ quên / cần kích hoạt lại
12602,1,1,153.12,162,12.76,France,0,Trung thành tiềm năng
12607,62,1,1579.51,1228,15.63871287128713,USA,2,Ngủ quên / cần kích hoạt lại
12609,188,1,512.8,295,18.99259259259259,Germany,2,Ngủ quên / cần kích hoạt lại
12610,217,1,946.75,457,17.53240740740741,Italy,2,Ngủ quên / cần kích hoạt lại
12614,161,1,315.6,76,15.780000000000001,Germany,3,Mới hoặc giá trị thấp
12615,152,2,1079.8,625,23.995555555555555,France,2,Ngủ quên / cần kích hoạt lại
12616,216,1,457.7,186,21.795238095238094,France,3,Mới hoặc giá trị thấp
12617,61,1,355.53,213,8.465,France,3,Mới hoặc giá trị thấp
12619,183,2,871.84,523,58.12266666666667,Germany,2,Ngủ quên / cần kích hoạt lại
12621,6,5,3424.84,2353,22.53184210526316,Germany,1,VIP / Giá trị cao
12623,130,1,305.1,191,16.950000000000003,Germany,3,Mới hoặc giá trị thấp
12625,6,1,967.2,703,29.309090909090912,Germany,0,Trung thành tiềm năng
12626,184,2,2440.39,1412,23.022547169811318,Germany,2,Ngủ quên / cần kích hoạt lại
12627,184,3,2441.14,1691,19.52912,Germany,2,Ngủ quên / cần kích hoạt lại
12628,183,3,786.46,448,19.181951219512197,Germany,2,Ngủ quên / cần kích hoạt lại
12633,1,2,434.43,231,14.980344827586206,Germany,0,Trung thành tiềm năng
12635,32,2,1689.18,1172,16.724554455445546,Germany,2,Ngủ quên / cần kích hoạt lại
12637,93,4,3630.15,1917,14.93888888888889,France,1,VIP / Giá trị cao
12638,183,1,671.69,577,17.222820512820515,Sweden,2,Ngủ quên / cần kích hoạt lại
12643,40,5,3094.14,1757,140.64272727272726,France,1,VIP / Giá trị cao
12644,306,1,477.91,325,15.416451612903227,Germany,3,Mới hoặc giá trị thấp
12645,183,2,893.9200000000001,499,26.291764705882354,Germany,2,Ngủ quên / cần kích hoạt lại
12646,213,1,615.28,408,29.299047619047617,USA,2,Ngủ quên / cần kích hoạt lại
12647,32,7,2260.07,806,28.250875,Germany,1,VIP / Giá trị cao
12648,126,1,318.05,160,15.145238095238096,Germany,3,Mới hoặc giá trị thấp
12649,36,1,375.0,204,22.058823529411764,Germany,3,Mới hoặc giá trị thấp
12650,182,1,314.44,254,15.722,France,3,Mới hoặc giá trị thấp
12651,101,1,114.0,78,12.666666666666666,France,3,Mới hoặc giá trị thấp
12652,10,1,919.98,505,19.16625,France,0,Trung thành tiềm năng
12654,303,1,171.23000000000002,64,15.566363636363638,Germany,3,Mới hoặc giá trị thấp
12659,61,1,91.68,105,18.336000000000002,France,3,Mới hoặc giá trị thấp
12662,90,5,1618.21,896,16.68257731958763,Germany,1,VIP / Giá trị cao
12664,1,4,2294.8,552,176.52307692307693,Finland,0,Trung thành tiềm năng
12667,1,1,620.13,395,18.791818181818183,Finland,0,Trung thành tiềm năng
12669,4,2,1607.73,267,50.2415625,France,0,Trung thành tiềm năng
12670,61,2,1273.54,606,29.61720930232558,France,2,Ngủ quên / cần kích hoạt lại
12673,243,1,389.62,180,20.506315789473685,Germany,3,Mới hoặc giá trị thấp
12674,93,2,993.8000000000001,639,21.604347826086958,France,2,Ngủ quên / cần kích hoạt lại
12676,125,3,800.15,387,34.78913043478261,Sweden,2,Ngủ quên / cần kích hoạt lại
12678,219,2,2073.52,1196,109.13263157894737,France,2,Ngủ quên / cần kích hoạt lại
12679,1,2,906.38,407,20.599545454545453,France,0,Trung thành tiềm năng
12680,32,2,361.83,148,16.44681818181818,France,2,Ngủ quên / cần kích hoạt lại
12681,34,7,5368.29,2845,20.80732558139535,France,1,VIP / Giá trị cao
12682,3,16,7288.08,3376,22.846645768025077,France,1,VIP / Giá trị cao
12683,6,10,4300.7,2532,22.28341968911917,France,1,VIP / Giá trị cao
12684,67,3,916.26,730,19.494893617021276,France,2,Ngủ quên / cần kích hoạt lại
12685,30,3,2019.54,1120,18.031607142857144,France,1,VIP / Giá trị cao
12686,639,1,89.14,107,12.734285714285715,France,3,Mới hoặc giá trị thấp
12689,247,1,511.03,281,15.030294117647058,France,3,Mới hoặc giá trị thấp
12691,1,2,479.5,196,43.59090909090909,France,0,Trung thành tiềm năng
12693,6,2,454.01,119,23.895263157894735,Germany,0,Trung thành tiềm năng
12694,95,1,439.5,323,21.975,France,2,Ngủ quên / cần kích hoạt lại
12695,245,2,248.2,48,31.025,France,3,Mới hoặc giá trị thấp
12697,30,1,223.68,149,18.64,Sweden,3,Mới hoặc giá trị thấp
12700,128,4,4939.99,2967,18.432798507462685,France,1,VIP / Giá trị cao
12701,37,1,337.08,246,16.05142857142857,Germany,3,Mới hoặc giá trị thấp
12704,244,3,1120.85,365,35.0265625,Finland,2,Ngủ quên / cần kích hoạt lại
12705,129,2,2319.67,1620,18.85910569105691,Germany,2,Ngủ quên / cần kích hoạt lại
12708,61,4,792.87,433,15.8574,Germany,2,Ngủ quên / cần kích hoạt lại
12709,1,6,4051.34,1994,37.51240740740741,Germany,1,VIP / Giá trị cao
12710,246,2,430.06,465,13.032121212121211,Germany,2,Ngủ quên / cần kích hoạt lại
12712,10,8,2680.03,683,31.529764705882354,Germany,1,VIP / Giá trị cao
12713,90,1,848.55,508,22.330263157894734,Germany,2,Ngủ quên / cần kích hoạt lại
12716,182,1,375.59000000000003,205,15.649583333333334,France,3,Mới hoặc giá trị thấp
12717,34,2,1030.98,506,18.74509090909091,Greece,2,Ngủ quên / cần kích hoạt lại
12719,215,2,644.95,374,16.53717948717949,France,2,Ngủ quên / cần kích hoạt lại
12720,4,13,3029.32,2391,16.028148148148148,Germany,1,VIP / Giá trị cao
12721,95,4,2026.6299999999999,1413,16.61172131147541,France,1,VIP / Giá trị cao
12722,4,1,302.92,156,15.943157894736842,France,0,Trung thành tiềm năng
12723,182,3,376.69,215,9.187560975609756,France,2,Ngủ quên / cần kích hoạt lại
12724,40,2,363.14,190,19.11263157894737,France,2,Ngủ quên / cần kích hoạt lại
12725,639,1,427.8,164,17.825,Italy,3,Mới hoặc giá trị thấp
12726,30,3,1363.9,1541,21.649206349206352,France,2,Ngủ quên / cần kích hoạt lại
12727,216,4,1903.54,853,33.99178571428571,France,2,Ngủ quên / cần kích hoạt lại
12728,40,1,252.54,122,19.426153846153845,France,3,Mới hoặc giá trị thấp
12731,36,3,2705.2,1392,64.4095238095238,France,1,VIP / Giá trị cao
12735,193,1,319.77,263,14.534999999999998,France,3,Mới hoặc giá trị thấp
12736,40,1,234.0,173,58.5,France,3,Mới hoặc giá trị thấp
12738,666,1,155.35,148,14.122727272727273,Germany,3,Mới hoặc giá trị thấp
12739,335,1,975.54,485,26.365945945945946,United Arab Emirates,2,Ngủ quên / cần kích hoạt lại
12740,154,1,427.6,342,15.837037037037037,France,2,Ngủ quên / cần kích hoạt lại
12744,221,3,8209.58,1389,144.02771929824561,Singapore,1,VIP / Giá trị cao
12747,152,5,2226.18,700,44.523599999999995,United Kingdom,1,VIP / Giá trị cao
12748,5,106,14154.13,11703,6.589445996275605,United Kingdom,1,VIP / Giá trị cao
12749,67,4,3518.29,1307,21.06760479041916,United Kingdom,1,VIP / Giá trị cao
12750,278,1,275.88,137,18.392,Poland,3,Mới hoặc giá trị thấp
12753,100,4,12940.51,7003,100.31403100775194,Japan,1,VIP / Giá trị cao
12754,161,2,61.62,49,1.2575510204081632,Japan,3,Mới hoặc giá trị thấp
12755,252,2,3811.95,1491,952.9875,Japan,2,Ngủ quên / cần kích hoạt lại
12757,5,6,3439.82,1747,10.71595015576324,Portugal,1,VIP / Giá trị cao
12758,130,1,1570.19,1109,28.039107142857144,Portugal,2,Ngủ quên / cần kích hoạt lại
12759,99,1,444.8,277,16.474074074074075,Netherlands,2,Ngủ quên / cần kích hoạt lại
12762,302,1,1436.93,1032,29.936041666666668,Portugal,2,Ngủ quên / cần kích hoạt lại
12763,578,1,320.08,196,20.005,Japan,3,Mới hoặc giá trị thấp
12766,101,3,2554.2000000000003,1102,23.220000000000002,Portugal,2,Ngủ quên / cần kích hoạt lại
12772,31,1,892.47,556,16.226727272727274,Portugal,2,Ngủ quên / cần kích hoạt lại
12775,280,2,634.25,442,23.49074074074074,Netherlands,2,Ngủ quên / cần kích hoạt lại
12778,96,2,255.93,297,15.995625,Netherlands,2,Ngủ quên / cần kích hoạt lại
12779,221,5,2298.15,1313,26.11534090909091,Poland,1,VIP / Giá trị cao
12781,154,1,277.48,325,27.748,Czech Republic,3,Mới hoặc giá trị thấp
12782,213,1,252.25,128,18.017857142857142,Portugal,3,Mới hoặc giá trị thấp
12783,152,2,622.84,231,20.761333333333333,Portugal,2,Ngủ quên / cần kích hoạt lại
12785,425,1,311.95,131,22.282142857142855,Portugal,3,Mới hoặc giá trị thấp
12787,93,1,186.56,145,23.32,Netherlands,3,Mới hoặc giá trị thấp
12789,215,1,91.85,4,22.9625,Netherlands,3,Mới hoặc giá trị thấp
12791,698,1,192.60000000000002,97,96.30000000000001,Netherlands,3,Mới hoặc giá trị thấp
12793,101,2,545.48,295,22.728333333333335,Portugal,2,Ngủ quên / cần kích hoạt lại
12794,305,1,317.0,227,15.85,Portugal,3,Mới hoặc giá trị thấp
12797,455,1,254.03,118,19.540769230769232,Portugal,3,Mới hoặc giá trị thấp
12802,188,1,427.58,314,17.1032,Netherlands,3,Mới hoặc giá trị thấp
12808,127,3,483.65000000000003,188,17.273214285714285,Portugal,2,Ngủ quên / cần kích hoạt lại
12816,216,1,253.55,51,18.110714285714288,Poland,3,Mới hoặc giá trị thấp
12817,283,1,166.04,53,41.51,Austria,3,Mới hoặc giá trị thấp
12820,182,1,210.35000000000002,115,17.52916666666667,United Kingdom,3,Mới hoặc giá trị thấp
12821,97,1,92.72,70,15.453333333333333,United Kingdom,3,Mới hoặc giá trị thấp
12823,246,1,229.5,30,229.5,United Kingdom,3,Mới hoặc giá trị thấp
12824,31,1,397.12,232,15.8848,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12826,61,3,577.1,284,18.616129032258065,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12827,153,2,212.4,80,21.240000000000002,United Kingdom,3,Mới hoặc giá trị thấp
12828,152,5,907.51,446,19.308723404255318,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12829,163,1,207.25,251,34.541666666666664,United Kingdom,3,Mới hoặc giá trị thấp
12830,93,3,2258.56,4540,161.32571428571427,United Kingdom,1,VIP / Giá trị cao
12832,153,2,383.03,195,14.186296296296295,United Kingdom,3,Mới hoặc giá trị thấp
12834,311,1,312.38,110,17.354444444444443,United Kingdom,3,Mới hoặc giá trị thấp
12836,31,3,2161.73,909,14.316092715231788,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12838,183,2,683.13,359,5.55390243902439,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12839,96,5,2203.66,1456,18.834700854700852,United Kingdom,1,VIP / Giá trị cao
12840,66,2,1296.7,666,32.417500000000004,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12841,5,13,2167.8,1362,9.54977973568282,United Kingdom,1,VIP / Giá trị cao
12842,253,1,310.73,157,22.195,United Kingdom,3,Mới hoặc giá trị thấp
12843,67,5,1282.36,539,16.0295,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12844,61,2,325.96000000000004,125,6.268461538461539,United Kingdom,3,Mới hoặc giá trị thấp
12849,122,1,346.39,109,23.092666666666666,United Kingdom,3,Mới hoặc giá trị thấp
12851,246,1,135.18,109,2.7036000000000002,United Kingdom,3,Mới hoặc giá trị thấp
12854,7,1,420.46999999999997,260,10.011190476190475,United Kingdom,0,Trung thành tiềm năng
12855,667,1,38.1,30,12.700000000000001,United Kingdom,3,Mới hoặc giá trị thấp
12856,30,3,870.96,439,5.477735849056604,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12857,70,1,801.6,274,23.576470588235296,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12865,125,1,981.38,550,16.920344827586206,Austria,2,Ngủ quên / cần kích hoạt lại
12866,342,1,559.12,171,21.504615384615384,Belgium,3,Mới hoặc giá trị thấp
12867,97,2,1124.54,1367,6.984720496894409,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12868,10,4,1176.3400000000001,662,15.27714285714286,United Kingdom,0,Trung thành tiềm năng
12872,455,1,378.53000000000003,203,9.961315789473685,United Kingdom,3,Mới hoặc giá trị thấp
12873,311,1,374.0,128,93.5,United Kingdom,3,Mới hoặc giá trị thấp
12875,364,1,293.76000000000005,1728,293.76000000000005,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12877,156,4,376.56,340,13.448571428571428,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12879,93,1,140.5,58,35.125,United Kingdom,3,Mới hoặc giá trị thấp
12881,99,1,298.0,21,42.57142857142857,United Kingdom,3,Mới hoặc giá trị thấp
12882,183,1,471.84000000000003,106,94.36800000000001,United Kingdom,3,Mới hoặc giá trị thấp
12883,32,1,291.63,68,15.348947368421053,United Kingdom,3,Mới hoặc giá trị thấp
12884,2,1,309.05,43,44.15,United Kingdom,0,Trung thành tiềm năng
12885,125,3,1175.22,655,16.552394366197184,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12886,250,2,1378.4,770,16.809756097560978,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12888,97,1,81.36,24,81.36,United Kingdom,3,Mới hoặc giá trị thấp
12891,158,2,289.0,850,144.5,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12893,91,1,188.14,96,5.533529411764706,United Kingdom,3,Mới hoặc giá trị thấp
12897,39,1,128.8,64,64.4,United Kingdom,3,Mới hoặc giá trị thấp
12901,36,6,1621.92,1850,115.85142857142857,United Kingdom,1,VIP / Giá trị cao
12910,7,2,1286.6200000000001,722,38.98848484848485,United Kingdom,0,Trung thành tiềm năng
12912,152,2,804.24,320,73.11272727272727,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12913,39,4,1401.49,868,50.05321428571428,United Kingdom,1,VIP / Giá trị cao
12915,667,1,199.65,41,15.357692307692307,United Kingdom,3,Mới hoặc giá trị thấp
12917,278,1,594.0,120,297.0,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12919,3,3,676.82,346,24.17214285714286,United Kingdom,0,Trung thành tiềm năng
12921,36,20,7377.78,4265,22.98373831775701,United Kingdom,1,VIP / Giá trị cao
12922,338,1,405.38,370,14.477857142857143,United Kingdom,3,Mới hoặc giá trị thấp
12923,184,1,176.97,69,6.102413793103448,United Kingdom,3,Mới hoặc giá trị thấp
12924,2,2,508.23,272,23.101363636363637,United Kingdom,0,Trung thành tiềm năng
12925,213,1,325.74,283,14.806363636363637,United Kingdom,3,Mới hoặc giá trị thấp
12928,7,2,980.26,802,30.633125,United Kingdom,0,Trung thành tiềm năng
12929,343,1,117.85,37,14.73125,United Kingdom,3,Mới hoặc giá trị thấp
12931,33,5,35265.76,23192,568.8025806451614,United Kingdom,1,VIP / Giá trị cao
12933,342,1,110.75,65,13.84375,United Kingdom,3,Mới hoặc giá trị thấp
12935,151,2,343.78,330,18.093684210526316,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12939,38,4,6397.92,2464,304.66285714285715,United Kingdom,1,VIP / Giá trị cao
12942,455,1,258.75,69,16.171875,United Kingdom,3,Mới hoặc giá trị thấp
12944,244,1,317.56,144,19.8475,United Kingdom,3,Mới hoặc giá trị thấp
12947,66,4,950.12,603,19.390204081632653,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12948,31,2,660.6700000000001,273,18.351944444444445,United Kingdom,2,Ngủ quên / cần kích hoạt lại
12949,91,5,3025.07,1722,19.64331168831169,United Kingdom,1,VIP / Giá trị cao
12950,152,2,1531.4,1216,95.7125,United Kingdom,2,Ngủ quên / cần kích hoạt lại
